store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
f6e4d870-a273-49cf-be4d-1bf529e26ff3,24.285481516666668,35.71451848333333,15.920294990833334,0.0,441.9525268425001,0.0
7fa112c6-fd3a-4ff6-aadb-4b55f2e74048,36.40506593333334,23.594934066666664,16.321467223611112,0.0,443.61748922249996,0.0
273c2570-da54-4526-ab33-175e4d7a1609,23.80619396666667,36.19380603333333,15.904737218055555,0.0,441.88962143333333,0.0
bad3c0e6-ad67-40b4-aca8-ce1046b25d68,5.072111433333333,54.92788856666667,12.155510378055554,1.8278229552777783,369.4824946569445,0.0
0df89218-fde7-4fc6-83da-1c2fc7b480a0,34.685170283333335,25.31482971666667,16.26474485027778,0.0,421.53528633555555,0.0
1e9bbb65-4c00-4f13-80d4-4f93b7ade7fd,41.07044501666667,18.929554983333333,10.472232033055556,0.027767966944443792,339.2098435836111,0.0
835d6a6d-5de1-4cd2-945f-4a5d62c7bb20,18.11842385,41.88157615,15.716499994166668,0.0,441.1064953075001,0.0
652917e6-645f-4af4-b52e-13ce1bccdbc9,0.0,0.0,0.0,0.0,0.0,0.0
19d54cc6-cad3-4afe-8078-99bbdef99d26,0.0,0.0,0.0,0.0,0.0,0.0
d426c21e-2b3c-4523-9bea-c47dceb93932,27.411369383333334,32.58863061666667,10.022556513333333,0.4774434866666666,339.3428042447222,0.0
92bf8627-199f-4a22-8f9a-88d64fb9be4b,0.0,0.0,0.0,0.0,0.0,0.0
53c97a31-dd61-4db3-a847-006e66da7881,0.0,0.0,0.0,0.0,0.0,0.0
434429c4-97e6-43a5-804f-c7821beb6e83,33.25470913333333,26.745290866666668,16.233999672499998,0.0,434.1750661644444,0.0
442ec7cc-3be2-40d7-b29e-80ce804771f4,35.440131566666665,24.559868433333335,16.289083077222223,0.0,443.48800611999997,0.0
07398401-da5a-4a44-bf09-16d0d43b3883,0.0,0.0,0.0,0.0,0.0,0.0
cbd51f2a-e843-4aad-81e1-3f6480c701f1,33.69482435,26.305175650000002,16.231406077222225,0.0,443.24568770055566,0.0
5092a34d-282c-48e6-9391-9ec0a13fd4c4,6.121340399999999,53.8786596,6.0890701613888885,4.4109298386111115,266.3115816080555,0.0
6b4f656b-3c1d-43d5-a3da-dd6e80eb6733,0.0,0.0,0.0,0.0,0.0,0.0
a869381b-f99f-4134-a95d-aeb252a707a9,21.727331333333332,38.27266866666667,15.85231120027778,0.0,441.631600501389,0.0
9543c361-0f93-4913-b20e-dce69937b475,0.0,0.0,0.0,0.0,0.0,0.0
867fd2b2-ea99-4978-875b-8e47439981fc,32.14149018333333,27.858509816666665,10.526501330555556,0.0,272.5706183125,0.0
f4e032e1-f494-4ebd-ba69-3c118a587efe,0.0,0.0,0.0,0.0,0.0,0.0
dba248bf-5da2-4a15-b210-68dd0fea085e,0.0,0.0,0.0,0.0,0.0,0.0
9bdcceec-9de9-4885-a407-3d4a3ac76a9d,0.0,0.0,0.0,0.0,0.0,0.0
a9fd3d14-49f9-4829-aa35-f43058273e2a,0.0,0.0,0.0,0.0,0.0,0.0
01dd1a67-9582-4c07-9c47-22990be20152,22.394258516666664,37.60574148333333,9.856920526944444,0.6430794730555559,338.5658293227777,0.0
f91272e9-f302-484e-a347-01726fe8ed98,0.0,0.0,0.0,0.0,0.0,0.0
54a4d6db-6e8c-4f8b-b37d-bcdc7cfbf850,22.322747333333332,37.67725266666666,11.855127815555557,1.144872184444444,367.5424974711111,0.0
a94e93ac-a4eb-4efb-a79e-0176af88cc1a,28.42191048333333,31.57808951666667,16.07360665611111,0.0,442.5239060011111,0.0
0546fd35-fb37-4527-97da-072a5c414bfa,25.11966258333333,34.88033741666666,11.945967180277778,1.0540328197222213,367.9284156205556,0.0
d25ebc4b-8024-4292-bd18-ed05d66cbfb9,33.11780233333334,26.882197666666666,16.229482443333335,0.0,443.1535816994445,0.0
6f450746-b8e9-4771-8687-e38333990030,0.0,0.0,0.0,0.0,0.0,0.0
b0638033-12bd-4a5d-9d2c-fa1fa78b6490,28.8634466,31.1365534,16.088200628055557,0.0,442.5694211336112,0.0
5b80881a-d126-4923-976e-a1ba64ac99ae,21.80151725,38.198482750000004,15.855009595555556,0.0,450.617908606389,0.0
